Nazwa miejscowości ;miasta
Stare Miedze;stare miedze
Stare Miedźno;stare miedźno
Stare Mierzwice;stare mierzwice
Stare Młodochowo;stare młodochowo
Stare Moczydła;stare moczydła
Stare Moczydły;stare moczydły
Stare Modzele;stare modzele
Stare Monasterzysko;stare monasterzysko
Stare Morawce;stare morawce
Stare Morzyce;stare morzyce
Stare Moskule;stare moskule
Stare Motule;stare motule
Stare Mstowo;stare mstowo
Stare Mursy;stare mursy
Stare Mursy-Kolonia;stare mursy-kolonia
Stare Nadratowo;stare nadratowo
Stare Nakonowo;stare nakonowo
Stare Niedary;stare niedary
Stare Niemgłowy;stare niemgłowy
Stare Niemyje;stare niemyje
Stare Nieżychowice;stare nieżychowice
Stare Niziołki;stare niziołki
Stare Objezierze;stare objezierze
Stare Obłuże;stare obłuże
Stare Oborzyska;stare oborzyska
Stare Okniny;stare okniny
Stare Okopy;stare okopy
Stare Olesno;stare olesno
Stare Olesno-Roszarnia;stare olesno-roszarnia
Stare Oleszyce;stare oleszyce
Stare Olszyny;stare olszyny
Stare Opole;stare opole
Stare Orenice;stare orenice
Stare Orzechowo;stare orzechowo
Stare Osady;stare osady
Stare Osieczno;stare osieczno
Stare Osipy;stare osipy
Stare Paprockie Holendry;stare paprockie holendry
Stare Parcele;stare parcele
Stare Paski;stare paski
Stare Piaski;stare piaski
Stare Piastowo;stare piastowo
Stare Piekary;stare piekary
Stare Pieścirogi;stare pieścirogi
Stare Płudy;stare płudy
Stare Podole;stare podole
Stare Polaszki;stare polaszki
Stare Pole;stare pole
Stare Polesie;stare polesie
Stare Polichno;stare polichno
Stare Połcie;stare połcie
Stare Poręby;stare poręby
Stare Prażuchy;stare prażuchy
Stare Proboszczewice;stare proboszczewice
Stare Proszenie;stare proszenie
Stare Prusy;stare prusy
Stare Przedmieście;stare przedmieście
Stare Przybojewo;stare przybojewo
Stare Puszczykowo;stare puszczykowo
Stare Racibory;stare racibory
Stare Racice;stare racice
Stare Radzanowo;stare radzanowo
Stare Radzikowo;stare radzikowo
Stare Rakowo;stare rakowo
Stare Ratowo;stare ratowo
Stare Repty;stare repty
Stare Resko;stare resko
Stare Rochowice;stare rochowice
Stare Rogowo;stare rogowo
Stare Rokicie;stare rokicie
Stare Role;stare role
Stare Rowiska;stare rowiska
Stare Rożno;stare rożno
Stare Rybie;stare rybie
Stare Rybitwy;stare rybitwy
Stare Rzewuski;stare rzewuski
Stare Sady;stare sady
Stare Serby;stare serby
Stare Siedlisko;stare siedlisko
Stare Siekluki;stare siekluki
Stare Siemnice;stare siemnice
Stare Sierzputy;stare sierzputy
Stare Siołkowice;stare siołkowice
Stare Sioło;stare sioło
Stare Skały;stare skały
Stare Skoszewy;stare skoszewy
Stare Skupowo;stare skupowo
Stare Słonawy;stare słonawy
Stare Słone;stare słone
Stare Słotwiny;stare słotwiny
Stare Słowiki;stare słowiki
Stare Stawiszyce;stare stawiszyce
Stare Stawy;stare stawy
Stare Stoki;stare stoki
Stare Strącze;stare strącze
Stare Stulno;stare stulno
Stare Suliszewice;stare suliszewice
Stare Suski;stare suski
Stare Sypnie;stare sypnie
Stare Szabły;stare szabły
Stare Szczepankowo;stare szczepankowo
Stare Szerzawy;stare szerzawy
Stare Szkoty;stare szkoty
Stare Szpaki;stare szpaki
Stare Szyjki;stare szyjki
Stare Szymaszki;stare szymaszki
Stare Ślepce;stare ślepce
Stare Świdry;stare świdry
Stare Świerczyny;stare świerczyny
Stare Święcice;stare święcice
Stare Tarnowice;stare tarnowice
Stare Tarnowo;stare tarnowo
Stare Topczewo;stare topczewo
Stare Trębice;stare trębice
Stare Truskolasy;stare truskolasy
Stare Trzciano;stare trzciano
Stare Uście;stare uście
Stare Warele;stare warele
Stare Warszyce;stare warszyce
Stare Wawrzeńczyce;stare wawrzeńczyce
Stare Wądołki;stare wądołki
Stare Węgorzynko;stare węgorzynko
Stare Wężyki;stare wężyki
Stare Wiatrowo;stare wiatrowo
Stare Wicie;stare wicie
Stare Wierzbno;stare wierzbno
Stare Wierzchowiny;stare wierzchowiny
Stare Wierzchowiska;stare wierzchowiska
Stare Wierzchowo;stare wierzchowo
Stare Wierzchy;stare wierzchy
Stare Więckowice;stare więckowice
Stare Wisłoczysko;stare wisłoczysko
Stare Włóki;stare włóki
Stare Wnory;stare wnory
Stare Wojcieszyce;stare wojcieszyce
Stare Wojsławice;stare wojsławice
Stare Worowo;stare worowo
Stare Wrońska;stare wrońska
Stare Wybudowanie;stare wybudowanie
Stare Wykno;stare wykno
Stare Wypychy;stare wypychy
Stare Wyszomierki;stare wyszomierki
Stare Wyszyny;stare wyszyny
Stare Zabiele;stare zabiele
Stare Zacisze;stare zacisze
Stare Zadybie;stare zadybie
Stare Zajączkowo;stare zajączkowo
Stare Zakole;stare zakole
Stare Zakrzewo;stare zakrzewo
Stare Zalesie;stare zalesie
Stare Załubice;stare załubice
Stare Załucze;stare załucze
Stare Zambrzyce;stare zambrzyce
Stare Zanklewo;stare zanklewo
Stare Zawady;stare zawady
Stare Zawodzie;stare zawodzie
Stare Złotno;stare złotno
Stare Żabikowo;stare żabikowo
Stare Żabno;stare żabno
Stare Żdżary;stare żdżary
Stare Żelazy;stare żelazy
Stare Żochy;stare żochy
Stare Żukowice;stare żukowice
Starężyn;starężyn
Starężynek;starężynek
Stargard Gubiński;stargard gubiński
Stargard Szczeciński;stargard szczeciński
Starki;starki
Starkowa Huta;starkowa huta
Starkowiec;starkowiec
Starkowo;starkowo
Starkowo-Bambry;starkowo-bambry
Starków;starków
Starkówek;starkówek
Starkówiec;starkówiec
Starkówiec Piątkowski;starkówiec piątkowski
Starkówko;starkówko
Starmachy;starmachy
Starnice;starnice
Starniczki;starniczki
Starnie;starnie
Starnin;starnin
Starobrzeska Kolonia;starobrzeska kolonia
Starochęciny;starochęciny
Starocin;starocin
Starogard;starogard
Starogard Gdański;starogard gdański
Starogostuń;starogostuń
Starogoszcz;starogoszcz
Starogród;starogród
Starogród Dolny;starogród dolny
Staroguby;staroguby
Starokrzepice;starokrzepice
Starokrzepice-Zawodzie;starokrzepice-zawodzie
Starołęka;starołęka
Starołęka Mała;starołęka mała
Starołęka Wielka;starołęka wielka
Staromieście;staromieście
Staronie;staronie
Staroniwa;staroniwa
Staropol;staropol
Staropole;staropole
Starorypin Prywatny;starorypin prywatny
Starorypin Rządowy;starorypin rządowy
Starosiedle;starosiedle
Starosiedlice;starosiedlice
Starosielce;starosielce
Starosiele;starosiele
Starostwo;starostwo
Starostwo Szadek;starostwo szadek
Starosty;starosty
Starościce;starościce
Starościn;starościn
Starościn-Kolonia;starościn-kolonia
Starotoruńskie Przedmieście;starotoruńskie przedmieście
Starowa Góra;starowa góra
Starowice;starowice
Starowice Dolne;starowice dolne
Starowiejski Rów;starowiejski rów
Starowiejskie;starowiejskie
Starowieś;starowieś
Starowiskitki;starowiskitki
Starowiskitki-Parcel;starowiskitki-parcel
Starowlany;starowlany
Starowola;starowola
Staroźreby;staroźreby
Staroźreby-Hektary;staroźreby-hektary
Staroźreby-Kolonia;staroźreby-kolonia
Starożyńce;starożyńce
Starówka;starówka
Starucha;starucha
Staruchy;staruchy
Stary Adamów;stary adamów
Stary Andrzejów;stary andrzejów
Stary Anielin;stary anielin
Stary Antonin;stary antonin
Stary Bachorzyn;stary bachorzyn
Stary Barcik;stary barcik
Stary Barkoczyn;stary barkoczyn
Stary Bartków;stary bartków
Stary Bazanów;stary bazanów
Stary Belęcin;stary belęcin
Stary Besk;stary besk
Stary Białcz;stary białcz
Stary Białynin;stary białynin
Stary Bidaczów;stary bidaczów
Stary Bieglów;stary bieglów
Stary Błeszyn;stary błeszyn
Stary Bobrowiec;stary bobrowiec
Stary Bogucin;stary bogucin
Stary Boguszyn;stary boguszyn
Stary Borek;stary borek
Stary Borowiec;stary borowiec
Stary Borów;stary borów
Stary Bostów;stary bostów
Stary Bógpomóż;stary bógpomóż
Stary Broniszew;stary broniszew
Stary Bronów;stary bronów
Stary Brus;stary brus
Stary Bryzdzyn;stary bryzdzyn
Stary Brześć;stary brześć
Stary Bubel;stary bubel
Stary Budzisław;stary budzisław
Stary Bugaj;stary bugaj
Stary Bukowiec;stary bukowiec
Stary Chinów;stary chinów
Stary Chmielów;stary chmielów
Stary Chorzów;stary chorzów
Stary Chruślin;stary chruślin
Stary Chrząstów;stary chrząstów
Stary Chwalim;stary chwalim
Stary Chylin;stary chylin
Stary Ciepielów;stary ciepielów
Stary Cieszyn;stary cieszyn
Stary Cydzyn;stary cydzyn
Stary Cykarzew;stary cykarzew
Stary Cząstków;stary cząstków
Stary Dębiec;stary dębiec
Stary Dębostrów;stary dębostrów
Stary Dębsk;stary dębsk
Stary Drożęcin;stary drożęcin
Stary Drzewicz;stary drzewicz
Stary Duninów;stary duninów
Stary Dworek;stary dworek
Stary Dwór;stary dwór
Stary Dwór Barciański;stary dwór barciański
Stary Dybów;stary dybów
Stary Dziadowiec;stary dziadowiec
Stary Dziebałtów;stary dziebałtów
Stary Dzierzgoń;stary dzierzgoń
Stary Dzików;stary dzików
Stary Folwark;stary folwark
Stary Franciszków;stary franciszków
Stary Gaj;stary gaj
Stary Garbów;stary garbów
Stary Garwarz;stary garwarz
Stary Gieląd;stary gieląd
Stary Gierałtów;stary gierałtów
Stary Głuchów;stary głuchów
Stary Gołębin;stary gołębin
Stary Goniwilk;stary goniwilk
Stary Gostków;stary gostków
Stary Gostyń;stary gostyń
Stary Gościniec;stary gościniec
Stary Górnik;stary górnik
Stary Gózd;stary gózd
Stary Grabiąż;stary grabiąż
Stary Grabowiec;stary grabowiec
Stary Grabów;stary grabów
Stary Gręboszów;stary gręboszów
Stary Grodków;stary grodków
Stary Gromadzyn;stary gromadzyn
Stary Groń;stary groń
Stary Gródek;stary gródek
Stary Grzybów;stary grzybów
Stary Hebdów;stary hebdów
Stary Helenów;stary helenów
Stary Henryków;stary henryków
Stary Hipolitów;stary hipolitów
Stary Hołdunów;stary hołdunów
Stary Imielnik;stary imielnik
Stary Jamielnik;stary jamielnik
Stary Janin;stary janin
Stary Janków;stary janków
Stary Janowiec;stary janowiec
Stary Janów;stary janów
Stary Jaranówek;stary jaranówek
Stary Jaromierz;stary jaromierz
Stary Jarosław;stary jarosław
Stary Jarużyn;stary jarużyn
Stary Jasieniec;stary jasieniec
Stary Jasień;stary jasień
Stary Jasiniec;stary jasiniec
Stary Jawor;stary jawor
Stary Jawornik;stary jawornik
Stary Jaworów;stary jaworów
Stary Jaz;stary jaz
Stary Julianów;stary julianów
Stary Justynów;stary justynów
Stary Kadłub;stary kadłub
Stary Kadłubek;stary kadłubek
Stary Kalinów;stary kalinów
Stary Kałęczyn;stary kałęczyn
Stary Kamień;stary kamień
Stary Kantor;stary kantor
Stary Karolew;stary karolew
Stary Karolinów;stary karolinów
Stary Kawęczyn;stary kawęczyn
Stary Kazanów;stary kazanów
Stary Kąt;stary kąt
Stary Kębłów;stary kębłów
Stary Kiączyn;stary kiączyn
Stary Kiełbów;stary kiełbów
Stary Kisielin;stary kisielin
Stary Klukom;stary klukom
Stary Kłosów;stary kłosów
Stary Kobrzyniec;stary kobrzyniec
Stary Kobylin;stary kobylin
Stary Kobylnik;stary kobylnik
Stary Kocin;stary kocin
Stary Komorów;stary komorów
Stary Komunin;stary komunin
Stary Koniecpol;stary koniecpol
Stary Konik;stary konik
Stary Kopiec;stary kopiec
Stary Korczyn;stary korczyn
Stary Kornin;stary kornin
Stary Kostrzyn;stary kostrzyn
Stary Kostrzynek;stary kostrzynek
Stary Kowalków;stary kowalków
Stary Kowalowiec;stary kowalowiec
Stary Kraków;stary kraków
Stary Kraszew;stary kraszew
Stary Kraśnik;stary kraśnik
Stary Krotoszyn;stary krotoszyn
Stary Krzesk;stary krzesk
Stary Książek;stary książek
Stary Las;stary las
Stary Laskowiec;stary laskowiec
Stary Lesieniec;stary lesieniec
Stary Lipowiec;stary lipowiec
Stary Lubiaszów;stary lubiaszów
Stary Lubiel;stary lubiel
Stary Lubin;stary lubin
Stary Lubliniec;stary lubliniec
Stary Lubosz;stary lubosz
Stary Lubotyń;stary lubotyń
Stary Łabiszyn;stary łabiszyn
Stary Łagów;stary łagów
Stary Łajszczew;stary łajszczew
Stary Łążek;stary łążek
Stary Łom;stary łom
Stary Łuczynów;stary łuczynów
Stary Łupków;stary łupków
Stary Łuszczewek;stary łuszczewek
Stary Majdan;stary majdan
Stary Małęczyn;stary małęczyn
Stary Marianów;stary marianów
Stary Marysin;stary marysin
Stary Miastków;stary miastków
Stary Mielec;stary mielec
Stary Międzyłęż;stary międzyłęż
Stary Mikołajew;stary mikołajew
Stary Młyn;stary młyn
Stary Mniów;stary mniów
Stary Modlin;stary modlin
Stary Most;stary most
Stary Mroczeń;stary mroczeń
Stary Mystkówiec;stary mystkówiec
Stary Nacpolsk;stary nacpolsk
Stary Nakwasin;stary nakwasin
Stary Nart;stary nart
Stary Niedróż;stary niedróż
Stary Niemojew;stary niemojew
Stary Ochędzyn;stary ochędzyn
Stary Ogród;stary ogród
Stary Ogródek;stary ogródek
Stary Oleksów;stary oleksów
Stary Olesiec;stary olesiec
Stary Olkusz;stary olkusz
Stary Olsztyn;stary olsztyn
Stary Orzechów;stary orzechów
Stary Osów;stary osów
Stary Otok;stary otok
Stary Paczków;stary paczków
Stary Pan;stary pan
Stary Pasek;stary pasek
Stary Paskrzyn;stary paskrzyn
Stary Patok;stary patok
Stary Pawłów;stary pawłów
Stary Pawłówek;stary pawłówek
Stary Pilczyn;stary pilczyn
Stary Podleck;stary podleck
Stary Podoś;stary podoś
Stary Poskwitów;stary poskwitów
Stary Powodów;stary powodów
Stary Pożóg;stary pożóg
Stary Przewóz;stary przewóz
Stary Przybysław;stary przybysław
Stary Przychód;stary przychód
Stary Przylep;stary przylep
Stary Pudłów;stary pudłów
Stary Puznów;stary puznów
Stary Rachów;stary rachów
Stary Raduszec;stary raduszec
Stary Radzic;stary radzic
Stary Radziejów;stary radziejów
Stary Ranachów;stary ranachów
Stary Ratyniec;stary ratyniec
Stary Redzeń;stary redzeń
Stary Rembertów;stary rembertów
Stary Rembów;stary rembów
Stary Rębków;stary rębków
Stary Rogożyn;stary rogożyn
Stary Rozworzyn;stary rozworzyn
Stary Rydzów;stary rydzów
Stary Rynek;stary rynek
Stary Rzechów;stary rzechów
Stary Rzędków;stary rzędków
Stary Sącz;stary sącz
Stary Sielc;stary sielc
Stary Sielec;stary sielec
Stary Sieraków;stary sieraków
Stary Skalmierz;stary skalmierz
Stary Skarszyn;stary skarszyn
Stary Skarżyn;stary skarżyn
Stary Skazdub;stary skazdub
Stary Skoszyn;stary skoszyn
Stary Skórzec;stary skórzec
Stary Sławczyn;stary sławczyn
Stary Sławoszew;stary sławoszew
Stary Sławsk;stary sławsk
Stary Słupiec;stary słupiec
Stary Sokołów;stary sokołów
Stary Solec;stary solec
Stary Sopot;stary sopot
Stary Sosnowiec;stary sosnowiec
Stary Staw;stary staw
Stary Stawek;stary stawek
Stary Stąporków;stary stąporków
Stary Steklinek;stary steklinek
Stary Strachocin;stary strachocin
Stary Stręczyn;stary stręczyn
Stary Sulechów;stary sulechów
Stary Sumin;stary sumin
Stary Suszec;stary suszec
Stary Szałas;stary szałas
Stary Szelków;stary szelków
Stary Szlak-Leśniczówka;stary szlak-leśniczówka
Stary Szor;stary szor
Stary Szwarocin;stary szwarocin
Stary Śleszów;stary śleszów
Stary Śmiecin;stary śmiecin
Stary Świętochów;stary świętochów
Stary Targ;stary targ
Stary Tartak;stary tartak
Stary Tomyśl;stary tomyśl
Stary Toruń;stary toruń
Stary Tracz;stary tracz
Stary Turobin;stary turobin
Stary Ujazd;stary ujazd
Stary Uścimów;stary uścimów
Stary Waliszew;stary waliszew
Stary Waliszów;stary waliszów
Stary Wardzyń;stary wardzyń
Stary Węgliniec;stary węgliniec
Stary Węgrzynów;stary węgrzynów
Stary Wężerów;stary wężerów
Stary Wiązów;stary wiązów
Stary Widok;stary widok
Stary Widzim;stary widzim
Stary Wiec;stary wiec
Stary Wielisław;stary wielisław
Stary Wierzchucin;stary wierzchucin
Stary Wincentów;stary wincentów
Stary Wiśnicz;stary wiśnicz
Stary Witoszyn;stary witoszyn
Stary Wodzisław;stary wodzisław
Stary Wojnów;stary wojnów
Stary Wołów;stary wołów
Stary Wszedzień;stary wszedzień
Stary Wylezin;stary wylezin
Stary Zagór;stary zagór
Stary Zakrzew;stary zakrzew
Stary Zakrzów;stary zakrzów
Stary Zakrzówek;stary zakrzówek
Stary Zambrzyków;stary zambrzyków
Stary Zamek;stary zamek
Stary Zamość;stary zamość
Stary Zapust;stary zapust
Stary Zawidów;stary zawidów
Stary Zborówek;stary zborówek
Stary Zbrachlin;stary zbrachlin
Stary Zdrój;stary zdrój
Stary Zdziechów;stary zdziechów
Stary Żabieniec;stary żabieniec
Stary Żabin;stary żabin
Stary Żagań;stary żagań
Stary Żelibórz;stary żelibórz
Stary Żmigród;stary żmigród
Stary Żylin;stary żylin
Stary Żywiec;stary żywiec
Starygród;starygród
Starynia;starynia
Starynki;starynki
Starza;starza
Starzawa;starzawa
Starzechowice;starzechowice
Starzechowice Dolne;starzechowice dolne
Starzechowice Górne;starzechowice górne
Starzenice;starzenice
Starzenina;starzenina
Starzeń;starzeń
Starzęcin;starzęcin
Starzno;starzno
Starzy Gospodarze;starzy gospodarze
Starzyce;starzyce
Starzykowo;starzykowo
Starzykówka;starzykówka
Starzyn;starzyn
Starzyna;starzyna
Starzynka;starzynka
Starzynki;starzynki
Starzyno;starzyno
Starzyny;starzyny
Starzyński Dwór;starzyński dwór
Starzyska;starzyska
Starzyzna;starzyzna
Stasi Las;stasi las
Stasianie;stasianie
Stasichy;stasichy
Stasiewizna;stasiewizna
Stasiki;stasiki
Stasikowa;stasikowa
Stasikówka;stasikówka
Stasin;stasin
Stasin Dolny;stasin dolny
Stasindowie;stasindowie
Stasinek;stasinek
Stasinka;stasinka
Stasinki;stasinki
Stasin-Kolonia;stasin-kolonia
Stasinkowa Góra;stasinkowa góra
Stasinów;stasinów
Stasiolas;stasiolas
Stasiopole;stasiopole
Stasiowa;stasiowa
Stasiowe;stasiowe
Stasiówka;stasiówka
Stasiurowska Góra;stasiurowska góra
Staszele;staszele
Staszelówka;staszelówka
Staszic;staszic
Staszkowie;staszkowie
Staszków;staszków
Staszkówka;staszkówka
Staszle;staszle
Staszowa;staszowa
Staszowice;staszowice
Staszów;staszów
Staszówek;staszówek
Staszówka;staszówka
Staszyce;staszyce
Staszyn;staszyn
Staświny;staświny
Staświny-Osada;staświny-osada
Statek;statek
Statki;statki
Staw;staw
Staw Kunowski;staw kunowski
Staw Noakowski;staw noakowski
Staw Noakowski-Kolonia;staw noakowski-kolonia
Staw Ujazdowski;staw ujazdowski
Staw Ujazdowski-Kolonia;staw ujazdowski-kolonia
Stawce;stawce
Stawce-Kolonia;stawce-kolonia
Stawczyk;stawczyk
Stawek;stawek
Stawek-Kolonia;stawek-kolonia
Stawiakówka;stawiakówka
Stawiane;stawiane
Stawiany;stawiany
Stawiec;stawiec
Stawiec-Cegielnia;stawiec-cegielnia
Stawieniec;stawieniec
Stawiereje Podleśne;stawiereje podleśne
Stawiereje-Michałowięta;stawiereje-michałowięta
Stawiguda;stawiguda
Stawik;stawik
Stawin;stawin
Stawina;stawina
Stawinoga;stawinoga
Stawinoga-Leśniczówka;stawinoga-leśniczówka
Stawinoga-Rybakówka;stawinoga-rybakówka
Staw-Irena;staw-irena
Stawiska;stawiska
Stawiski;stawiski
Stawisko;stawisko
Stawisza;stawisza
Stawiszcze;stawiszcze
Stawiszyce;stawiszyce
Stawiszyn;stawiszyn
Stawiszynek;stawiszynek
Stawiszyn-Łaziska;stawiszyn-łaziska
Stawiszyn-Zwalewo;stawiszyn-zwalewo
Stawka;stawka
Stawki;stawki
Stawki Cieciułowskie;stawki cieciułowskie
Stawki Krzywickie;stawki krzywickie
Stawki Żytniowskie;stawki żytniowskie
Stawnica;stawnica
Stawnicki Młyn;stawnicki młyn
Stawniczka;stawniczka
Stawnik;stawnik
Stawno;stawno
Staworowo;staworowo
Stawowice;stawowice
Stawowice-Kolonia;stawowice-kolonia
Stawowiczki;stawowiczki
Stawy;stawy
Stawy Grojeckie;stawy grojeckie
Stawy Monowskie;stawy monowskie
Stawy-Sieragi;stawy-sieragi
Stąpławki;stąpławki
Stąporków;stąporków
Stąporowa;stąporowa
Stążki;stążki
Stebionek;stebionek
Stebki;stebki
Steblewo;steblewo
Steblów;steblów
Stece;stece
Stecki;stecki
Stecówka;stecówka
Steczki;steczki
Stefanek;stefanek
Stefania;stefania
Stefanka;stefanka
Stefankowice;stefankowice
Stefankowice-Kolonia;stefankowice-kolonia
Stefankowo;stefankowo
Stefanków;stefanków
Stefanowce;stefanowce
Stefanowice;stefanowice
Stefanowizna;stefanowizna
Stefanowo;stefanowo
Stefanowo Racięckie;stefanowo racięckie
Stefanów;stefanów
Stefanów Barczewski Drugi;stefanów barczewski drugi
Stefanów Barczewski Pierwszy;stefanów barczewski pierwszy
Stefanów Dolny;stefanów dolny
Stefanów Górny;stefanów górny
Stefanów Ruszkowski;stefanów ruszkowski
Stefanów Suserski;stefanów suserski
Stefanówek;stefanówek
Stefanówka;stefanówka
Stefanów-Kolonia;stefanów-kolonia
Stefany;stefany
Stefki;stefki
Stefkowa;stefkowa
Stefków;stefków
Stega Mała;stega mała
Stegienka;stegienka
Stegienka-Osada;stegienka-osada
Stegna;stegna
Stegny;stegny
Steinbruch;steinbruch
Steklin;steklin
Steklinek;steklinek
Steklinko;steklinko
Steklin-Kolonia;steklin-kolonia
Steklno;steklno
Steknica;steknica
Stelągi;stelągi
Stelągi-Kolonia;stelągi-kolonia
Stella;stella
Stellutyszki;stellutyszki
Stelmachowo;stelmachowo
Stelmachowo-Kolonia;stelmachowo-kolonia
Stelmachy;stelmachy
Stemplew;stemplew
Stenclówka;stenclówka
Steniatyn;steniatyn
Steniatyn-Kolonia;steniatyn-kolonia
Stenin;stenin
Stepień;stepień
Stepka;stepka
Stepki;stepki
Stepna;stepna
Stepna Stara;stepna stara
Stepna-Michałki;stepna-michałki
Stepnica;stepnica
Stepniczka;stepniczka
Stepno;stepno
Sterczyzna;sterczyzna
Sterdyń;sterdyń
Sterdyń Poduchowna;sterdyń poduchowna
Sterki;sterki
Sterkowiec;sterkowiec
Sterków;sterków
Sterławki Małe;sterławki małe
Sterławki Średnie;sterławki średnie
